name	year	occupation
Charles McGraw	1914	actor,stage actor,television actor,film actor
Charles Memorial Hamilton	1840	lawyer,politician
Charles Mingus	1922	composer,conductor,pianist,bassist,musician,bandleader,jazz musician
Charles O. Hobaugh	1961	astronaut,military officer,fighter pilot,naval officer
Charles P. Clever	1830	lawyer,politician
Charles P. Thacker	1943	engineer,computer scientist,inventor
Charles Petzold	1953	writer,computer scientist,programmer
Charles Pfizer	1824	entrepreneur,chemist
Charles Proteus Steinmetz	1865	engineer,physicist,mathematician,inventor,electrical engineer
Charles Quigley	1906	actor,television actor,film actor
Charles Rackoff	1948	engineer,computer scientist,cryptographer
Charles Rebozo	1912	entrepreneur,banker
Charles Reid Barnes	1858	university teacher,botanist,bryologist
Charles Sanders Peirce	1839	physicist,mathematician,land surveyor,university teacher,statistician,philosopher,linguist,logician,pragmatist
Charles Sands	1865	tennis player,golfer
Charles Schlee	1873	sport cyclist,track cyclist
Charles Scott Sherrington	1857	physician,neurologist,university teacher,physiologist,pathologist
Charles Sealsfield	1793	writer,lawyer,theologian,journalist,world traveler,opinion journalist,novelist
Charles Seeberger	1857	engineer,inventor
Charles Seife	1972	writer,mathematician,journalist,academic
Charles Simonyi	1948	businessperson,engineer,computer scientist,inventor,programmer,space tourist
Charles Sims	1937	mathematician,university teacher
Charles Stark Draper	1901	engineer,computer scientist,physicist,inventor,university teacher,aerospace engineer
Charles Stenholm	1938	teacher,politician,farmer,business executive
Charles Stevens	1893	actor,television actor,film actor
Charles Sumner Hamlin	1861	lawyer,politician,economist
Charles Sweeney	1919	military officer,aircraft pilot
Charles T. Kowal	1940	astronomer
Charles Tart	1937	psychologist,university teacher
Charles Thone	1924	lawyer,politician
Charles Tolliver	1942	composer,trumpeter,jazz musician
Charles Torrey Simpson	1846	botanist,malacologist,conchologist
Charles Vidor	1900	film director
Charles W. Fairbanks	1852	lawyer,politician
Charles W. Freeman	1943	diplomat
Charles W. Whalen	1920	politician,economist,historian,university teacher
Charles Wallace Richmond	1868	zoologist,ornithologist
Charles Wilkes	1798	writer,geographer,botanist,oceanographer,naval officer,explorer
Charles de Tolnay	1899	university teacher,art historian,museologist
Charles-Edward Amory Winslow	1877	physician,university teacher,botanist,mycologist,microbiologist
Charli Baltimore	1974	singer,singer-songwriter,musician,rapper
Charlie Creath	1890	composer,conductor,bandleader,trumpeter,saxophonist,jazz musician
Charlie Furbush	1986	baseball player
Charlie Haden	1937	composer,conductor,bassist,musician,jazz musician,recording artist
Charlie Parker	1920	composer,musician,saxophonist,jazz musician
Charlie Ray	1992	actor,television actor,film actor
Charlie Sheen	1965	television actor,film actor
Charlie Ward	1970	basketball player,basketball coach,baseball player,American football player
Charlie Waters	1948	American football player
Charlie Wilson	1933	politician,military officer
Charlie Wilson	1943	politician,funeral director,business executive
Charlize Theron	1975	actor,voice actor,film producer,model,television actor,film actor,international forum participant
Charlotte Armstrong	1905	screenwriter,writer,playwright,novelist
Charlotte Bühler	1893	psychologist,university teacher
Charlotte Froese Fischer	1929	computer scientist,physicist,mathematician,chemist
Charlotte Martin	1976	composer,singer,pianist,singer-songwriter,musician,beauty pageant contestant
Charlotte Moore Sitterly	1898	astronomer,physicist
Charlotte Perkins Gilman	1860	writer,poet,economist,artist,editor,sociologist,philosopher,novelist,suffragist,women's rights activist
Charlotte Rae	1926	actor,singer,stage actor,voice actor,dancer,television actor,film actor
Charlotte Ross	1968	actor,television actor,film actor
Charlton Heston	1923	screenwriter,actor,writer,stage actor,voice actor,film director,television actor,film actor,trade unionist,autobiographer
Chase Budinger	1988	basketball player,beach volleyball player
Chasey Lain	1971	screenwriter,pornographic actor,stripper,film director,film actor
Chauncey Billups	1976	basketball player,basketball coach
Chaunté Lowe	1984	athletics competitor
Chavo Guerrero, Jr.	1970	professional wrestler
Chazz Witherspoon	1981	boxer
Cheech Marin	1946	screenwriter,actor,writer,voice actor,film director,art collector,television actor,film actor
Chellsie Memmel	1988	artistic gymnast
Chelsea Clinton	1980	businessperson,entrepreneur,journalist
Chelsea Handler	1975	actor,writer,comedian,television producer,biographer,television actor,film actor,autobiographer
Chelsea Johnson	1983	pole vaulter
Chelsea Kane	1988	actor,singer,voice actor,television actor,film actor
Chelsea Manning	1987	military personnel,computer scientist,activist,intelligence analyst
Chelsea Quinn Yarbro	1942	writer,novelist,science fiction writer
Chen Yueling	1968	athletics competitor
Chen-ning Yang	1922	physicist,university teacher,theoretical physicist
Cher	1946	actor,composer,singer,record producer,singer-songwriter,character actor,film director,model,television actor,film actor,manufacturer,recording artist
Cherami Leigh	1988	voice actor,television actor,film actor
Cherie Currie	1959	actor,singer,musician,songwriter,film producer,wood carver,television actor,film actor
Cherry Jones	1956	stage actor,voice actor,television actor,film actor
Cheryl Benard	1953	writer,child actor,novelist,film actor
Cheryl Bentov	1960	real estate agent,spy
Cheryl Crawford	1902	stage actor,theatrical director
Cheryl Heuton	2000	screenwriter,television producer,film producer
Cheryl Hines	1965	actor,voice actor,film director,director,television actor,film actor
Cheryl Ladd	1951	actor,writer,singer,television actor,film actor
Cheryl Miller	1964	sports commentator,sports commentator,basketball player,basketball player,basketball coach,basketball coach
Chester A. Arthur	1829	lawyer,politician,military officer,statesperson
Chester Bennington	1976	songwriter,film actor,rock musician,rock singer
Chester Gould	1900	comics artist
Chester Ittner Bliss	1899	biologist,statistician
Chester Newton	1903	amateur wrestler
Chester W. Nimitz	1885	naval officer
Chet Atkins	1924	record producer,songwriter,guitarist,jazz guitarist,jazz musician,classical guitarist
Chet Baker	1929	composer,singer,trumpeter,jazz musician
Chet Culver	1966	politician
Chet Miller	1902	engineer,racing automobile driver,Formula One driver
Cheyenne Kimball	1990	singer,singer-songwriter,guitarist,mandolinist
Chiara Scholl	1992	tennis player
Chic Johnson	1891	comedian,stage actor
Chic Johnson	1896	comedian,stage actor
Chick Corea	1941	composer,pianist,jazz musician,recording artist
Chick Hearn	1916	journalist,sports commentator
Chico O'Farrill	1921	composer,conductor,bandleader,film score composer,jazz musician
Chief Jay Strongbow	1928	professional wrestler
Chief Kamachi	2000	singer,musician,rapper
Chief Keef	1995	record producer,rapper
China Anne McClain	1998	actor,singer,singer-songwriter,musician,television actor,film actor,recording artist
China Shavers	1977	actor,television actor,film actor
Chingy	1980	actor,businessperson,singer,musician,rapper,television actor
Chioma Igwe	1986	association football player
Chip Knight	1975	alpine skier
Chip Reese	1951	poker player
Chloe Bridges	1991	actor,singer,television actor,film actor
Chloë Grace Moretz	1997	actor,voice actor,model,television actor,film actor
Chloë Sevigny	1974	actor,film director,fashion designer,model,television actor,film actor
Chord Overstreet	1989	actor,singer,singer-songwriter,musician,guitarist,television actor,film actor
Chris Albright	1979	association football player,association football player
Chris Armas	1972	association football manager,association football player
Chris Bauer	1966	actor,television actor,film actor
Chris Beatrice	2000	engineer,television producer,graphic designer
Chris Bosh	1984	basketball player
Chris Broderick	1970	pianist,musician,guitarist,violinist,classical guitarist
Chris Brown	1989	actor,singer,songwriter,rapper,dancer
Chris Buck	1960	screenwriter,actor,composer,character designer,voice actor,film director,concept artist,character animator
Chris Cannon	1950	lawyer,politician,business executive
Chris Cason	1974	screenwriter,voice actor
Chris Christie	1962	lawyer,politician
Chris Colfer	1990	screenwriter,actor,writer,singer,stage actor,film producer,children's writer,novelist,television actor,film actor
Chris Columbus	1958	screenwriter,writer,executive producer,film director,film producer
Chris Cooper	1951	actor,television actor,film actor
Chris Cornell	1964	composer,singer,record producer,pianist,singer-songwriter,musician,songwriter,guitarist,banjoist,mandolinist
Chris Dodd	1944	screenwriter,lawyer,politician,lobbyist
Chris Eigeman	1965	screenwriter,film director,film producer,television actor,film actor
Chris Engler	1959	basketball player
Chris Evans	1981	actor,voice actor,film director,film producer,model,television actor,film actor
Chris Evert	1954	tennis player
Chris Fehn	1973	bassist,vocalist,percussionist
Chris Gbandi	1979	association football player
Chris Gibson	1964	writer,politician,faculty member
Chris Heinrich	1977	basketball player
Chris Jericho	1970	actor,singer,television producer,television actor,film actor,professional wrestler
Chris Kaman	1982	basketball player
Chris Kilmore	1973	disc jockey,musician
Chris Kinard	1950	badminton player
Chris Kolb	1958	politician
Chris Kontos	1968	drummer,musician,percussionist
Chris LeDoux	1948	singer-songwriter,musician
Chris Leitch	1979	association football player
Chris Meledandri	1959	executive producer,film producer
Chris Miller	1968	screenwriter,actor,animator,voice actor,film director,storyboard artist,film actor
Chris Mullin	1963	basketball player,basketball coach
Chris Niosi	1988	writer,animator,voice actor,film director
Chris Noth	1954	screenwriter,actor,film producer,television actor,film actor,nightclub owner
Chris O'Donnell	1970	television producer,stage actor,film producer,model,television actor,film actor
Chris Paul	1985	basketball player,international forum participant
Chris Penn	1965	actor,voice actor,television actor,film actor
Chris Pine	1980	stage actor,voice actor,television actor,film actor
Chris Poland	1957	composer,guitarist,jazz guitarist,jazz musician
Chris Quigg	1944	physicist,university teacher,theoretical physicist
Chris Rock	1965	screenwriter,actor,comedian,television producer,television presenter,voice actor,film director,film producer,director,television actor,film actor,stand-up comedian
Chris Sanders	1962	illustrator,character designer,voice actor,film director,director,dub actor,concept artist,screenwriter,animator
Chris Shiflett	1971	songwriter,guitarist,rock guitarist
Chris Tucker	1971	actor,comedian,film producer,international forum participant
Chris Volstad	1986	baseball player
Chris Wedge	1957	screenwriter,actor,animator,executive producer,voice actor,film director,film producer
Chris Weitz	1969	screenwriter,actor,entrepreneur,film director,film producer
Chris Witty	1975	sport cyclist,speed skater
Chris von Saltza	1944	swimmer
Chrisette Michele	1982	composer,singer,singer-songwriter,musician,songwriter,lyricist,music interpreter,jazz musician,recording artist
Chrissie Hynde	1951	composer,singer,singer-songwriter,guitarist,restaurateur,television actor,autobiographer
Christa B. Allen	1991	actor,television actor,film actor
Christa McAuliffe	1948	astronaut,teacher
Christa Miller	1964	actor,fashion model,television actor,film actor
Christian B. Anfinsen	1916	chemist,university teacher,biochemist,biophysicist
Christian Bale	1974	actor,character actor,voice actor,film producer,television actor,film actor
Christian Cantwell	1980	athletics competitor
Christian Edward Detmold	1810	engineer,translator,civil engineer,linguist
Christian Heinrich Friedrich Peters	1813	astronomer,physicist,university teacher
